movie,count,Random,MostPop,UserKNN,ItemKNN,UserKNN with means,BPR,MF,PMF,NMF,WMF,HPF,NeuMF,VAECF
2537,0.01870860927152318,10,0,0,0,0,0,0,0,0,0,0,0,0
2623,0.01870860927152318,10,0,0,0,0,0,0,3,0,0,0,0,0
2388,0.018543046357615896,7,0,0,0,0,0,0,0,0,0,0,0,0
1816,0.018543046357615896,15,0,0,1,0,0,0,0,0,0,0,0,0
2393,0.018543046357615896,7,0,0,1,0,0,1,0,0,0,0,0,0
2193,0.018543046357615896,10,0,0,0,0,0,0,0,0,0,0,0,1
2077,0.018543046357615896,14,0,0,0,0,0,2,0,0,0,0,0,0
2318,0.018543046357615896,10,0,0,2,0,0,28,0,0,0,0,0,0
1636,0.018543046357615896,8,0,0,0,0,0,76,0,0,0,0,0,0
1183,0.018543046357615896,15,0,0,1,0,0,19,0,0,0,0,0,0
902,0.018543046357615896,14,0,0,2,0,0,2,0,0,0,0,0,0
944,0.018377483443708608,11,0,0,0,0,0,248,0,0,0,0,0,0
2265,0.018377483443708608,10,0,0,0,0,0,1,0,0,0,0,0,0
2962,0.018377483443708608,11,0,0,0,0,0,0,0,0,0,0,0,0
2702,0.018377483443708608,6,0,0,1,0,0,84,150,44,0,0,0,0
969,0.018211920529801324,11,0,0,1,0,0,37,0,0,0,0,0,0
995,0.018211920529801324,15,0,0,1,0,0,32,0,1,0,0,0,2
2134,0.018211920529801324,9,0,0,0,0,0,16,0,0,0,0,0,0
1388,0.018211920529801324,5,0,0,0,0,0,0,0,0,0,0,0,0
2086,0.01804635761589404,9,0,0,0,0,0,7,0,0,0,0,0,0
1905,0.01804635761589404,9,0,0,0,0,0,69,0,0,0,0,0,0
1074,0.01804635761589404,8,0,0,0,0,0,3,0,0,0,0,0,0
1872,0.01804635761589404,12,0,0,1,0,0,0,0,0,0,0,0,0
1936,0.01804635761589404,11,0,0,0,0,0,15,0,0,0,0,0,0
254,0.017880794701986755,10,0,0,0,0,0,11,0,0,0,0,0,0
2078,0.017880794701986755,8,0,0,1,0,0,14,0,0,0,0,0,0
2095,0.017880794701986755,9,0,0,0,0,0,25,0,0,0,0,0,0
2624,0.017880794701986755,18,0,0,2,0,0,1,0,0,0,0,0,1
2468,0.017880794701986755,13,0,0,0,0,0,4,0,0,0,0,0,0
395,0.017880794701986755,22,0,0,0,0,0,4,1,0,0,0,0,0
1822,0.01771523178807947,14,0,0,1,0,0,0,0,0,0,0,0,0
2121,0.01771523178807947,13,0,0,2,0,0,78,1,0,0,0,0,0
2040,0.01771523178807947,10,0,0,1,0,0,59,0,0,0,0,0,0
1143,0.01771523178807947,8,0,0,1,0,0,4,0,0,0,0,0,0
1694,0.01771523178807947,13,0,0,1,0,0,20,0,0,0,0,0,0
2521,0.01771523178807947,5,0,0,0,0,0,5,0,0,0,0,0,0
598,0.01771523178807947,9,0,0,0,0,0,3,0,0,0,0,0,0
2120,0.017549668874172187,10,0,0,0,0,0,14,0,0,0,0,0,0
1718,0.017549668874172187,8,0,0,0,0,0,9,0,0,0,0,0,0
2164,0.017549668874172187,7,0,0,1,0,0,0,0,0,0,0,0,0
2316,0.017549668874172187,5,0,0,0,0,0,40,0,0,0,0,0,0
1446,0.017549668874172187,15,0,0,0,0,0,79,11,4,0,0,0,0
2644,0.0173841059602649,14,0,0,0,0,0,0,0,0,0,0,0,4
262,0.0173841059602649,11,0,0,2,0,0,27,3,0,0,0,0,0
1544,0.0173841059602649,6,0,0,0,0,0,31,0,0,0,0,0,0
1252,0.0173841059602649,9,0,0,1,0,0,11,0,0,0,0,0,0
1307,0.0173841059602649,7,0,0,2,0,0,2,0,0,0,0,0,0
476,0.0173841059602649,8,0,0,0,0,0,0,0,0,0,0,0,0
1733,0.0173841059602649,4,0,0,0,0,0,7,0,0,0,0,0,0
2634,0.0173841059602649,6,0,0,0,0,0,1,0,0,0,0,0,0
2238,0.0173841059602649,6,0,0,0,0,0,34,0,0,0,0,0,0
1704,0.0173841059602649,14,0,0,0,0,0,12,0,0,0,0,0,0
473,0.0173841059602649,11,0,0,1,0,0,180,0,0,0,0,0,0
2176,0.017218543046357615,5,0,0,0,0,0,0,2,0,0,0,0,0
1889,0.017218543046357615,16,0,0,0,0,0,0,0,0,0,0,0,0
1178,0.017218543046357615,7,0,0,1,0,0,2,0,0,0,0,0,0
2314,0.017218543046357615,16,0,0,1,0,0,4,0,0,0,0,0,0
492,0.017218543046357615,11,0,0,0,0,0,161,0,0,0,0,0,0
2313,0.017218543046357615,6,0,0,1,0,0,17,2,2,0,0,0,0
1823,0.017218543046357615,7,0,0,0,0,0,8,1,0,0,0,0,0
2026,0.017218543046357615,8,0,0,0,0,0,0,0,0,0,0,0,0
2754,0.017218543046357615,10,0,0,1,0,0,4,0,0,0,0,0,0
1246,0.01705298013245033,7,0,0,0,0,0,0,1,0,0,0,0,0
2475,0.01705298013245033,11,0,0,0,0,0,28,0,0,0,0,0,0
224,0.01705298013245033,10,0,0,1,0,0,32,22,0,0,0,0,0
2324,0.01705298013245033,11,0,0,1,0,0,12,0,0,0,0,0,0
1828,0.01705298013245033,15,0,0,1,0,0,10,0,0,0,0,0,0
2288,0.01705298013245033,15,0,0,0,0,0,1,0,0,0,0,0,0
1571,0.01705298013245033,9,0,0,0,0,0,46,0,0,0,0,0,0
2805,0.016887417218543047,14,0,0,1,0,0,333,8,55,0,0,0,0
2433,0.016887417218543047,15,0,0,0,0,0,0,0,0,0,0,0,0
3025,0.016887417218543047,12,0,0,0,0,0,0,0,0,0,0,0,0
2143,0.016887417218543047,5,0,0,0,0,0,3,0,0,0,0,0,0
2370,0.016887417218543047,18,0,0,0,0,0,7,0,0,0,0,0,0
2321,0.016887417218543047,9,0,0,0,0,0,42,0,0,0,0,0,0
2655,0.016887417218543047,5,0,0,0,0,0,2,0,0,0,0,0,0
2529,0.016887417218543047,13,0,0,0,0,0,196,0,0,0,0,0,0
1953,0.016887417218543047,11,0,0,1,0,0,2,0,0,0,0,0,0
2683,0.016887417218543047,13,0,0,1,0,0,0,0,0,0,0,0,0
1653,0.016887417218543047,8,0,0,2,0,0,53,8,0,0,0,0,0
1934,0.016721854304635762,6,0,0,0,0,0,10,0,0,0,0,0,1
2173,0.016721854304635762,12,0,0,0,0,0,1,0,0,0,0,0,0
1699,0.016721854304635762,11,0,0,1,0,0,0,0,0,0,0,0,0
1698,0.016721854304635762,11,0,0,0,0,0,0,0,0,0,0,0,0
2869,0.016721854304635762,14,0,0,0,0,0,8,6,0,0,0,0,0
1898,0.016721854304635762,10,0,0,0,0,0,29,0,0,0,0,0,0
2506,0.016721854304635762,7,0,0,1,0,0,31,0,0,0,0,0,0
3022,0.016556291390728478,14,0,0,1,0,0,44,0,0,0,0,0,0
867,0.016556291390728478,17,0,0,2,0,0,104,4,2,0,0,0,0
2035,0.016556291390728478,4,0,0,2,0,0,58,35,0,0,0,0,0
1392,0.016556291390728478,10,0,0,1,0,0,10,0,0,0,0,0,0
3120,0.016556291390728478,8,0,0,1,0,0,75,0,0,0,0,0,0
2210,0.016556291390728478,15,0,0,0,0,0,0,0,0,0,0,0,0
2076,0.016556291390728478,7,0,0,0,0,0,0,0,0,0,0,0,0
1908,0.016556291390728478,15,0,0,1,0,0,6,0,0,0,0,0,0
241,0.016556291390728478,12,0,0,0,0,0,0,6,0,0,0,0,0
427,0.016556291390728478,8,0,0,0,0,0,5,0,0,0,0,0,0
1065,0.016556291390728478,9,0,0,2,0,0,31,0,0,0,0,0,0
1956,0.016556291390728478,8,0,0,0,0,0,120,0,0,0,0,0,0
2361,0.016556291390728478,15,0,0,0,0,0,2,0,0,0,0,0,0
1683,0.01639072847682119,17,0,0,0,0,0,12,0,0,0,0,0,0
2959,0.01639072847682119,9,0,0,0,0,0,0,1,0,0,0,0,0
2254,0.01639072847682119,7,0,0,1,0,0,113,0,11,0,0,0,0
1819,0.01639072847682119,13,0,0,0,0,0,0,0,0,0,0,0,6
2769,0.01639072847682119,9,0,0,2,0,0,3,0,0,0,0,0,0
2088,0.01639072847682119,12,0,0,0,0,0,62,0,0,0,0,0,0
1932,0.01639072847682119,13,0,0,0,0,0,3,0,0,0,0,0,0
2731,0.016225165562913906,11,0,0,1,0,0,20,0,0,0,0,0,0
1981,0.016225165562913906,20,0,0,0,0,0,4,0,0,0,0,0,2
2347,0.016225165562913906,3,0,0,1,0,0,3,0,0,0,0,0,0
2519,0.016225165562913906,8,0,0,1,0,0,69,0,0,0,0,0,0
1473,0.016225165562913906,17,0,0,1,0,0,115,0,0,0,0,0,0
1701,0.016225165562913906,10,0,0,1,0,0,28,0,0,0,0,0,0
2974,0.016225165562913906,12,0,0,1,0,0,0,0,0,0,0,0,0
1719,0.016059602649006622,10,0,0,0,0,0,0,0,0,0,0,0,0
2387,0.016059602649006622,10,0,0,1,0,0,0,3,0,0,0,0,2
1621,0.016059602649006622,10,0,0,1,0,0,193,1,0,0,0,0,0
2920,0.016059602649006622,13,0,0,1,0,0,49,0,0,0,0,0,0
2553,0.016059602649006622,14,0,0,1,0,0,6,0,0,0,0,0,1
1796,0.016059602649006622,12,0,0,1,0,0,0,0,0,0,0,0,0
2542,0.016059602649006622,14,0,0,0,0,0,19,0,0,0,0,0,0
2306,0.016059602649006622,10,0,0,0,0,0,31,0,0,0,0,0,0
2770,0.016059602649006622,21,0,0,1,0,0,37,0,0,0,0,0,0
2236,0.015894039735099338,6,0,0,1,0,0,104,0,0,0,0,0,0
2205,0.015894039735099338,13,0,0,0,0,0,0,0,0,0,0,0,6
2739,0.015894039735099338,9,0,0,0,0,0,0,0,0,0,0,0,0
2429,0.015894039735099338,13,0,0,3,0,0,3,0,0,0,0,0,0
1647,0.015894039735099338,7,0,0,0,0,0,100,0,0,0,0,0,0
1484,0.015894039735099338,14,0,0,0,0,0,109,0,0,0,0,0,0
1786,0.015894039735099338,14,0,0,2,0,0,4,0,0,0,0,0,0
2319,0.015894039735099338,11,0,0,0,0,0,0,1,0,0,0,0,0
2249,0.015728476821192054,9,0,0,0,0,0,2,0,0,0,0,0,0
2714,0.015728476821192054,13,0,0,0,0,0,118,0,0,0,0,0,0
289,0.015728476821192054,11,0,0,1,0,0,69,0,0,0,0,0,0
2421,0.015728476821192054,13,0,0,0,0,0,0,0,0,0,0,0,0
1552,0.015728476821192054,8,0,0,0,0,0,85,0,0,0,0,0,0
2108,0.015562913907284768,4,0,0,3,0,0,17,0,0,0,0,0,0
1901,0.015562913907284768,7,0,0,0,0,0,0,0,0,0,0,0,0
2512,0.015562913907284768,14,0,0,2,0,0,29,2,0,0,0,0,0
2185,0.015562913907284768,7,0,0,0,0,0,4,0,0,0,0,0,0
846,0.015562913907284768,9,0,0,1,0,0,6,0,0,0,0,0,0
2338,0.015562913907284768,17,0,0,1,0,0,0,0,0,0,0,0,0
962,0.015562913907284768,12,0,0,1,0,0,0,0,0,2,0,0,0
2271,0.015562913907284768,11,0,0,0,0,0,4,0,0,0,0,0,0
234,0.015562913907284768,14,0,0,0,0,0,122,1,0,0,0,0,1
2128,0.015562913907284768,8,0,0,0,0,0,5,0,1,0,0,0,0
2391,0.015397350993377483,12,0,0,0,0,0,0,0,0,0,0,0,2
2096,0.015397350993377483,10,0,0,0,0,0,0,0,0,0,0,0,0
1782,0.015397350993377483,9,0,0,1,0,0,13,0,0,0,0,0,0
2272,0.015397350993377483,10,0,0,1,0,0,2,5,0,0,0,0,0
1513,0.015397350993377483,10,0,0,1,0,0,49,0,0,0,0,0,0
2083,0.015397350993377483,15,0,0,1,0,0,2,0,0,0,0,0,0
2368,0.015397350993377483,15,0,0,0,0,0,5,0,0,0,0,0,0
1985,0.015397350993377483,13,0,0,0,0,0,48,0,0,0,0,0,0
2225,0.015397350993377483,5,0,0,0,0,0,22,0,0,0,0,0,0
2331,0.015397350993377483,10,0,0,1,0,0,92,0,0,0,0,0,0
2198,0.015397350993377483,6,0,0,0,0,0,0,2,0,0,0,0,0
2440,0.015397350993377483,12,0,0,0,0,0,20,16,0,0,0,0,0
2628,0.015231788079470199,8,0,0,1,0,0,65,30,0,0,0,0,0
2063,0.015231788079470199,17,0,0,0,0,0,0,1,0,0,0,0,1
1880,0.015231788079470199,11,0,0,1,0,0,16,0,0,0,0,0,7
2566,0.015231788079470199,8,0,0,0,0,0,155,1,0,0,0,0,0
991,0.015231788079470199,12,0,0,2,0,0,1,1,0,0,0,0,0
2610,0.015231788079470199,14,0,0,2,0,0,171,1,0,0,0,0,0
190,0.015231788079470199,15,0,0,0,0,0,47,0,0,0,0,0,0
1645,0.015066225165562913,12,0,0,1,0,0,197,0,0,0,0,0,0
297,0.015066225165562913,11,0,0,1,0,0,22,0,0,0,0,0,0
2793,0.015066225165562913,8,0,0,0,0,0,6,0,0,0,0,0,0
2530,0.015066225165562913,10,0,0,2,0,0,2,0,0,0,0,0,0
2310,0.015066225165562913,15,0,0,0,0,0,16,0,0,0,0,0,0
1818,0.015066225165562913,10,0,0,0,0,0,0,0,0,0,0,0,0
1895,0.015066225165562913,11,0,0,3,0,0,18,0,0,0,0,0,0
2382,0.015066225165562913,14,0,0,0,0,0,0,0,0,0,0,0,0
2002,0.015066225165562913,9,0,0,0,0,0,3,0,0,0,0,0,0
1048,0.015066225165562913,8,0,0,1,0,0,0,4,0,0,0,0,0
2012,0.015066225165562913,16,0,0,0,0,0,5,0,0,0,0,0,0
2097,0.015066225165562913,14,0,0,0,0,0,0,0,0,0,0,0,0
169,0.014900662251655629,10,0,0,1,0,0,25,0,0,0,0,0,0
2462,0.014900662251655629,6,0,0,1,0,0,0,0,0,0,0,0,0
2604,0.014900662251655629,8,0,0,0,0,0,141,3,0,0,0,0,0
257,0.014900662251655629,6,0,0,0,0,0,171,0,0,0,0,0,0
2866,0.014900662251655629,13,0,0,0,0,0,53,0,0,0,0,0,0
940,0.014900662251655629,9,0,0,0,0,0,30,0,0,0,0,0,0
2843,0.014900662251655629,16,0,0,0,0,0,3,0,0,0,0,0,0
801,0.014900662251655629,14,0,0,0,0,0,15,0,0,0,0,0,0
2298,0.014735099337748345,13,0,0,0,0,0,22,0,0,0,0,0,0
2531,0.014735099337748345,15,0,0,0,0,0,52,0,0,0,0,0,0
2281,0.014735099337748345,15,0,0,0,0,0,22,3,0,0,0,0,0
2125,0.014735099337748345,9,0,0,2,0,0,128,0,0,0,0,0,0
1358,0.014735099337748345,3,0,0,0,0,0,3,0,0,0,0,0,0
1890,0.014735099337748345,5,0,0,0,0,0,0,0,0,0,0,0,0
442,0.014735099337748345,11,0,0,1,0,0,15,0,0,0,0,0,0
2302,0.014735099337748345,7,0,0,1,0,0,12,0,0,0,0,0,0
2740,0.01456953642384106,10,0,0,0,0,0,1,0,0,0,0,0,0
1830,0.01456953642384106,14,0,0,1,0,0,0,0,0,0,0,0,0
2827,0.01456953642384106,16,0,0,1,0,0,27,0,0,0,0,0,0
1626,0.01456953642384106,11,0,0,0,0,0,90,0,0,0,0,0,0
2563,0.01456953642384106,11,0,0,1,0,0,38,0,93,0,0,0,0
2274,0.01456953642384106,9,0,0,0,0,0,14,0,0,0,0,0,0
1329,0.01456953642384106,9,0,0,0,0,0,33,0,0,0,0,0,0
1688,0.01456953642384106,9,0,0,0,0,0,0,0,0,0,0,0,0
2335,0.01456953642384106,12,0,0,0,0,0,5,0,0,0,0,0,0
2280,0.014403973509933774,5,0,0,0,0,0,34,0,0,0,0,0,0
2426,0.014403973509933774,6,0,0,0,0,0,0,0,0,0,0,0,0
1609,0.014403973509933774,9,0,0,1,0,0,124,0,0,0,0,0,0
2451,0.014403973509933774,7,0,0,1,0,0,34,0,0,0,0,0,0
1052,0.014403973509933774,7,0,0,1,0,0,2,0,0,0,0,0,0
2432,0.014403973509933774,8,0,0,0,0,0,10,0,0,0,0,0,0
1994,0.014403973509933774,8,0,0,0,0,0,0,0,0,0,0,0,0
749,0.014403973509933774,7,0,0,0,0,0,62,12,0,0,3,0,0
855,0.014403973509933774,13,0,0,1,0,0,66,4,0,0,0,0,0
299,0.01423841059602649,10,0,0,0,0,0,40,0,0,0,0,0,0
1032,0.01423841059602649,15,0,0,1,0,0,23,1,0,0,0,0,0
1469,0.01423841059602649,10,0,0,1,0,0,3,0,0,0,0,0,0
286,0.014072847682119206,10,0,0,0,0,0,129,0,0,0,0,0,0
282,0.014072847682119206,4,0,0,2,0,0,16,0,0,0,0,0,0
2545,0.014072847682119206,7,0,0,0,0,0,0,3,0,0,0,0,0
1765,0.014072847682119206,11,0,0,0,0,0,15,0,0,0,0,0,0
1397,0.014072847682119206,10,0,0,0,0,0,0,0,0,0,0,0,0
333,0.014072847682119206,14,0,0,0,0,0,90,0,0,0,0,0,0
2712,0.014072847682119206,6,0,0,0,0,0,24,0,3,0,0,0,0
1803,0.014072847682119206,6,0,0,1,0,0,15,0,0,0,0,0,0
978,0.014072847682119206,5,0,0,2,0,0,34,0,0,0,0,0,0
451,0.014072847682119206,6,0,0,0,0,0,0,0,0,0,0,0,0
1771,0.01390728476821192,6,0,0,2,0,0,18,0,0,0,0,0,0
1412,0.01390728476821192,9,0,0,0,0,0,12,0,0,0,0,0,0
3040,0.01390728476821192,9,0,0,0,0,0,10,0,0,0,3,0,0
972,0.01390728476821192,12,0,0,2,0,0,14,0,0,0,0,0,0
2308,0.01390728476821192,10,0,0,2,0,0,11,0,0,0,0,0,0
1556,0.01390728476821192,14,0,0,0,0,0,15,0,0,0,0,0,0
2885,0.01390728476821192,11,0,0,1,0,0,30,0,0,0,0,0,0
1912,0.013741721854304636,13,0,0,0,0,0,0,0,0,0,0,0,0
2079,0.013741721854304636,8,0,0,2,0,0,15,0,0,0,0,0,0
2816,0.013741721854304636,11,0,0,0,0,0,22,0,0,0,0,0,0
2513,0.013741721854304636,9,0,0,1,0,0,3,0,0,0,0,0,0
1205,0.013741721854304636,6,0,0,0,0,0,3,0,0,0,0,0,0
1983,0.013741721854304636,17,0,0,1,0,0,57,0,0,0,0,0,0
2783,0.013741721854304636,10,0,0,2,0,0,0,0,0,0,0,0,0
2309,0.013576158940397352,14,0,0,0,0,0,31,0,0,0,1,0,0
2771,0.013576158940397352,10,0,0,0,0,0,28,0,0,0,0,0,0
2243,0.013576158940397352,10,0,0,2,0,0,6,0,0,0,0,0,0
344,0.013576158940397352,5,0,0,1,0,0,0,0,0,0,0,0,0
2561,0.013576158940397352,10,0,0,3,0,0,1,0,0,0,0,0,0
2497,0.013576158940397352,8,0,0,0,0,0,60,0,0,0,0,0,0
1282,0.013576158940397352,12,0,0,0,0,0,76,0,0,0,0,0,0
2839,0.013576158940397352,9,0,0,0,0,0,5,0,0,0,0,0,0
1508,0.013576158940397352,11,0,0,0,0,0,29,0,0,0,0,0,0
1888,0.013576158940397352,9,0,0,0,0,0,0,0,0,0,0,0,0
2147,0.013576158940397352,11,0,0,1,0,0,19,0,0,0,0,0,0
2518,0.013576158940397352,14,0,0,2,0,0,15,0,0,0,0,0,0
1215,0.013576158940397352,11,0,0,0,0,0,0,0,0,0,0,0,0
2504,0.013576158940397352,18,0,0,0,0,0,17,0,0,0,0,0,0
2919,0.013410596026490066,7,0,0,1,0,0,49,0,0,0,0,0,0
2486,0.013410596026490066,16,0,0,0,0,0,72,0,0,0,0,0,0
691,0.013410596026490066,10,0,0,0,0,0,108,0,0,0,0,0,0
2177,0.013410596026490066,14,0,0,0,0,0,0,3,0,0,0,0,0
1877,0.013410596026490066,12,0,0,1,0,0,39,0,0,0,0,0,0
1591,0.013410596026490066,9,0,0,2,0,0,60,0,0,0,0,0,0
102,0.013410596026490066,12,0,0,0,0,0,5,0,0,0,0,0,0
2841,0.013410596026490066,5,0,0,0,0,0,0,0,0,0,0,0,0
2639,0.013410596026490066,19,0,0,0,0,0,10,0,0,0,0,0,0
2780,0.013410596026490066,13,0,0,0,0,0,0,0,0,0,0,0,0
3150,0.013410596026490066,8,0,0,1,0,0,0,0,0,0,0,0,0
2889,0.013410596026490066,10,0,0,0,0,0,0,0,0,0,0,0,0
1944,0.013245033112582781,9,0,0,1,0,0,156,0,0,0,0,0,0
658,0.013245033112582781,15,0,0,0,0,0,0,0,0,0,0,0,0
2477,0.013079470198675497,17,0,0,3,0,0,3,0,0,0,0,0,0
3196,0.013079470198675497,8,0,0,0,0,0,38,0,0,0,0,0,0
1420,0.013079470198675497,11,0,0,2,0,0,1,0,0,0,0,0,0
3177,0.013079470198675497,11,0,0,0,0,0,1,1,0,0,0,0,0
2612,0.013079470198675497,8,0,0,0,0,0,0,0,0,0,0,0,0
1404,0.013079470198675497,17,0,0,0,0,0,0,0,0,0,0,0,0
436,0.013079470198675497,9,0,0,3,0,0,4,0,0,0,0,0,0
1762,0.013079470198675497,8,0,0,1,0,0,6,0,0,0,0,0,0
1760,0.013079470198675497,8,0,0,1,0,0,34,0,0,0,0,0,0
2397,0.013079470198675497,7,0,0,0,0,0,0,0,0,0,0,0,0
1572,0.012913907284768211,6,0,0,1,0,0,34,0,0,0,0,0,0
2621,0.012913907284768211,8,0,0,0,0,0,1,0,0,0,0,0,0
3072,0.012913907284768211,12,0,0,0,0,0,1,0,0,0,0,0,0
1193,0.012913907284768211,11,0,0,0,0,0,7,0,0,0,0,0,0
2118,0.012748344370860927,15,0,0,0,0,0,1,0,0,0,0,0,0
2862,0.012748344370860927,11,0,0,1,0,0,7,2,0,0,0,0,0
2825,0.012748344370860927,9,0,0,1,0,0,2,0,0,0,0,0,0
1160,0.012748344370860927,8,0,0,0,0,0,3,2,0,0,0,0,0
2430,0.012748344370860927,7,0,0,1,0,0,8,0,0,0,0,0,0
2406,0.012748344370860927,9,0,0,0,0,0,51,0,0,0,0,0,0
2104,0.012748344370860927,8,0,0,2,0,0,55,0,2,0,0,0,0
1620,0.012748344370860927,5,0,0,0,0,0,221,67,0,0,0,0,0
2062,0.012748344370860927,11,0,0,0,0,0,8,0,0,0,0,0,0
2032,0.012748344370860927,8,0,0,0,0,0,245,1,0,0,0,0,0
2643,0.012748344370860927,8,0,0,1,0,0,0,0,0,0,0,0,0
2719,0.012748344370860927,14,0,0,0,0,0,2,0,0,0,0,0,0
2958,0.012748344370860927,16,0,0,0,0,0,0,0,0,0,0,0,0
2450,0.012748344370860927,15,0,0,0,0,0,10,0,0,0,0,0,0
3096,0.012748344370860927,16,0,0,0,0,0,1,1,0,0,0,0,0
329,0.012582781456953643,9,0,0,0,0,0,9,0,0,0,0,0,0
2342,0.012582781456953643,14,0,0,1,0,0,14,0,0,0,0,0,0
2459,0.012582781456953643,14,0,0,0,0,0,2,0,0,0,0,0,0
2201,0.012582781456953643,6,0,0,1,0,0,0,0,0,0,0,0,0
2734,0.012582781456953643,8,0,0,0,0,0,0,0,0,0,0,0,0
1369,0.012417218543046357,7,0,0,0,0,0,9,0,0,0,0,0,0
2842,0.012417218543046357,11,0,0,0,0,0,2,0,0,0,0,0,0
977,0.012417218543046357,9,0,0,0,0,0,29,0,0,0,0,0,0
2206,0.012417218543046357,8,0,0,0,0,0,2,10,0,0,0,0,0
2697,0.012251655629139073,12,0,0,0,0,0,134,157,0,0,0,0,0
976,0.012251655629139073,9,0,0,1,0,0,22,0,0,0,0,0,0
2829,0.012251655629139073,12,0,0,0,0,0,3,0,0,0,0,0,0
1781,0.012251655629139073,12,0,0,0,0,0,0,0,0,0,0,0,0
802,0.012251655629139073,15,0,0,1,0,0,7,0,0,0,0,0,0
2774,0.012251655629139073,18,0,0,1,0,0,16,0,0,0,0,0,0
1320,0.012251655629139073,12,0,0,1,0,0,1,0,0,0,0,0,0
2411,0.012251655629139073,6,0,0,0,0,0,2,0,0,0,0,0,0
2881,0.012251655629139073,10,0,0,0,0,0,0,0,0,0,0,0,0
2849,0.012251655629139073,13,0,0,0,0,0,4,0,0,0,0,0,0
2613,0.012251655629139073,12,0,0,0,0,0,43,0,0,0,0,0,0
2559,0.012086092715231788,10,0,0,0,0,0,100,0,1,0,0,0,0
28,0.012086092715231788,9,0,0,0,0,0,95,39,0,0,0,0,0
859,0.012086092715231788,8,0,0,1,0,0,28,1,0,0,0,0,0
2738,0.012086092715231788,12,0,0,0,0,0,0,0,0,0,0,0,0
2546,0.011920529801324504,13,0,0,0,0,0,0,2,0,0,0,0,0
589,0.011920529801324504,12,0,0,0,0,0,85,0,0,0,0,0,0
2614,0.011920529801324504,7,0,0,0,0,0,1,0,0,0,0,0,1
2580,0.011920529801324504,10,0,0,0,0,0,116,0,0,0,0,0,0
2508,0.011920529801324504,8,0,0,0,0,0,3,0,0,0,0,0,0
2403,0.011920529801324504,13,0,0,1,0,0,4,0,0,0,0,0,0
2005,0.011920529801324504,11,0,0,0,0,0,0,0,0,0,0,0,0
2954,0.011920529801324504,11,0,0,0,0,0,8,0,0,0,0,0,0
1873,0.011920529801324504,8,0,0,0,0,0,0,0,0,0,0,0,0
2266,0.011920529801324504,17,0,0,1,0,0,22,0,0,0,0,0,0
2554,0.011920529801324504,13,0,0,0,0,0,49,0,0,0,0,0,0
3144,0.011754966887417218,12,0,0,0,0,0,239,0,0,0,0,0,0
1587,0.011754966887417218,6,0,0,0,0,0,14,0,0,0,0,0,1
2526,0.011754966887417218,10,0,0,1,0,0,71,0,0,0,0,0,0
1671,0.011754966887417218,12,0,0,0,0,0,104,18,0,0,0,0,0
2828,0.011754966887417218,13,0,0,0,0,0,0,0,0,0,0,0,0
3020,0.011754966887417218,10,0,0,0,0,0,1,0,0,0,0,0,0
2873,0.011754966887417218,13,0,0,0,0,0,0,0,0,0,0,0,0
2703,0.011754966887417218,9,0,0,1,0,0,59,0,0,0,0,0,0
2950,0.011754966887417218,11,0,0,1,0,0,0,0,0,0,0,0,0
114,0.011754966887417218,12,0,0,0,0,0,1,0,0,0,0,0,0
2132,0.011754966887417218,13,0,0,0,0,0,1,0,0,0,0,0,0
2373,0.011754966887417218,7,0,0,2,0,0,3,0,0,0,0,0,0
1974,0.011754966887417218,7,0,0,0,0,0,18,0,0,0,0,0,0
2913,0.011589403973509934,6,0,0,1,0,0,1,0,0,0,0,0,0
2755,0.011589403973509934,12,0,0,1,0,0,4,0,0,0,0,0,0
2837,0.011589403973509934,6,0,0,0,0,0,0,1,0,0,0,0,0
2452,0.011589403973509934,19,0,0,1,0,0,69,24,32,0,0,0,0
2150,0.011589403973509934,7,0,0,1,0,0,23,0,0,0,0,0,0
2242,0.011589403973509934,9,0,0,0,0,0,22,0,0,0,0,0,0
2052,0.011589403973509934,9,0,0,0,0,0,95,3,0,0,0,0,0
1773,0.011589403973509934,13,0,0,1,0,0,0,0,0,0,0,0,0
2567,0.01142384105960265,12,0,0,0,0,0,9,0,0,0,0,0,0
2490,0.01142384105960265,11,0,0,0,0,0,186,42,41,0,0,0,0
2617,0.01142384105960265,7,0,0,0,10,0,364,2563,840,0,0,0,0
1277,0.01142384105960265,8,0,0,0,0,0,2,0,0,0,0,0,0
2646,0.01142384105960265,8,0,0,1,0,0,18,0,0,0,0,0,0
2701,0.01142384105960265,17,0,0,0,0,0,1,0,0,0,0,0,1
1791,0.01142384105960265,12,0,0,1,0,0,78,0,0,0,0,0,0
1924,0.01142384105960265,5,0,0,1,0,0,60,2,0,0,0,0,0
2759,0.01142384105960265,11,0,0,0,0,0,17,0,0,0,0,0,0
2788,0.01142384105960265,8,0,0,0,0,0,5,0,0,0,0,0,0
833,0.01142384105960265,13,0,0,0,0,0,106,0,1,0,0,0,0
2584,0.01142384105960265,6,0,0,1,0,0,5,0,0,0,0,0,0
2888,0.01142384105960265,18,0,0,0,0,0,0,0,0,0,0,0,0
1825,0.01142384105960265,12,0,0,1,0,0,0,0,0,0,0,0,0
2882,0.01142384105960265,11,0,0,1,0,0,1,0,0,0,0,0,0
2948,0.011258278145695364,6,0,0,0,0,0,63,0,0,0,0,0,0
